location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,org_acronym,org_name,org_type_description,sector_code,sector_name,reference_period_start,reference_period_end
AFG,True,True,Kabul,Farza,AF01,Kabul,AF0112,Farza,2,WSTA,Watan Social and Technical Services Association,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Farza,AF01,Kabul,AF0112,Farza,2,WSTA,Watan Social and Technical Services Association,National NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Guldara,AF01,Kabul,AF0111,Guldara,2,AADA,Agency for Assistance and Development of Afghanistan,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Guldara,AF01,Kabul,AF0111,Guldara,2,AKHS,Aga Khan Health Service,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Guldara,AF01,Kabul,AF0111,Guldara,2,AREA,Agency for Rehabilitation and Energy Conservation in Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Guldara,AF01,Kabul,AF0111,Guldara,2,AYSO,Afghan  Youth Service Organization,National NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Kabul,Guldara,AF01,Kabul,AF0111,Guldara,2,AYSO,Afghan  Youth Service Organization,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Guldara,AF01,Kabul,AF0111,Guldara,2,IOM,International Organization for Migration,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Guldara,AF01,Kabul,AF0111,Guldara,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Guldara,AF01,Kabul,AF0111,Guldara,2,JOIN,Johanniter International,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Guldara,AF01,Kabul,AF0111,Guldara,2,UA,Union Aid,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Guldara,AF01,Kabul,AF0111,Guldara,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Guldara,AF01,Kabul,AF0111,Guldara,2,UNMAS,United Nations Mine Action Service,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Guldara,AF01,Kabul,AF0111,Guldara,2,WADAN,Welfare Association for Development of Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Guldara,AF01,Kabul,AF0111,Guldara,2,WHO,World Health Organization,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Guldara,AF01,Kabul,AF0111,Guldara,2,WHO,World Health Organization,United Nations,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Guldara,AF01,Kabul,AF0111,Guldara,2,WSTA,Watan Social and Technical Services Association,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Guldara,AF01,Kabul,AF0111,Guldara,2,WSTA,Watan Social and Technical Services Association,National NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,AAR-JAPAN,Association of Aid and Relief,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,ADWSO,Afghanistan Development & Welfare Services Organization,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,AEHDA,Afghanistan Educational and Health Development Aids Organization,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,AFD,Action for Development,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,AKHS,Aga Khan Health Service,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,AREA,Agency for Rehabilitation and Energy Conservation in Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,ASCHIANA,ASCHIANA: Afghansitan's Children - a New Approach,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,ASPSO,Afghanistan Strategic and Policy Studies Organisation,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,ASTO,Afghanistan Skateboarding Training Organization,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,AYSO,Afghan  Youth Service Organization,National NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,AYSO,Afghan  Youth Service Organization,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,CDE,La Chaîne de L'Espoir,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,CHA,Coordination of Humanitarian Assistance,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,CIC,Children in Crisis,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,DDG,Danish Demining Group,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,DHSA,Development and Humanitarian Services for Afghanistan,National NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,DRC,Danish Refugee Council,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,DRC,Danish Refugee Council,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,DRC,Danish Refugee Council,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,ECI,Enabled Children Initiative,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,EMERGENCY,EMERGENCY NGO,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,GDWS,Georg Dechentreiter Welfare Society,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,HAS,Humanitarian Assistance Society,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,HHOA,Help Humanity Organization Afghanistan,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,HHOA,Help Humanity Organization Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,HI,Handicap International - Humanity & Inclusion,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,HI,Handicap International - Humanity & Inclusion,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,HN-TPO,Health Net - Trans cultural Psychosocial Organization,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,HRRAC,Human Rights Research and Advocacy Consortium,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,IMC,International Medical Corps,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,INTERSOS,INTERSOS - Humanitarian Aid Organization,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,INTERSOS,INTERSOS - Humanitarian Aid Organization,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,INTERSOS,INTERSOS - Humanitarian Aid Organization,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,IOM,International Organization for Migration,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,IOM,International Organization for Migration,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,IPSO,International Psychosocial Organization,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,IR,Islamic Relief Worldwide,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,IRC,International Rescue Committee,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,JRS,Jesuit Refugee Services,International NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,JRS,Jesuit Refugee Services,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,KOO,Kabul Orthopedic Organisation,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,KOO,Kabul Orthopedic Organisation,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,LSO,Labour Spring Organization,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,MCPA,Mine Clearence Program for Afghanistan ,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,MDM,Médecins du Monde,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,MDM,Médecins du Monde,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,MMRCA,Medical Management Research Courses Afghanistan,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,NRC,Norwegian Refugee Council,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,NRC,Norwegian Refugee Council,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,NRC,Norwegian Refugee Council,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,NSRDO,New Society Reconstruction Development Organization ,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,OCCD,Organization for Community Coordination of Development,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,ODESC,Organization for Development of Economic Social and Capacity Building,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,OMAR,Organization for Mine Clearance and Afghan Rehabilitation,National NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,OPHCD,Organization for Promotion of Health & Community Development,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,OPM,Operation Mercy Afghanistan,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,ORCD,Organization for Research and Community Development,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,SCI,Save the Children International,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,SDOA,Sustainable Development Organization of Afghanistan,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,TSDO,Tawhid Social and Development Organization,National NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,UN-Habitat,United Nations Human Settlements Programme,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,UN-Habitat,United Nations Human Settlements Programme,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,UNFPA,United Nations Population Fund,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,UNFPA,United Nations Population Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,UNHCR,UN Refugee Agency,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,UNICEF,United Nations Children's Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,UNICEF,United Nations Children's Fund,United Nations,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,UNMAS,United Nations Mine Action Service,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,UNOPS,United Nations Office for Project Services,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,WADAN,Welfare Association for Development of Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,WHH,Welthungerhilfe,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,WHO,World Health Organization,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,WHO,World Health Organization,United Nations,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,WPSO,"Wellness, Prosperity & Socio-Empowerment Organization",National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,WSTA,Watan Social and Technical Services Association,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kabul,AF01,Kabul,AF0101,Kabul,2,WSTA,Watan Social and Technical Services Association,National NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kalakan,AF01,Kabul,AF0110,Kalakan,2,AKHS,Aga Khan Health Service,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kalakan,AF01,Kabul,AF0110,Kalakan,2,INTERSOS,INTERSOS - Humanitarian Aid Organization,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kalakan,AF01,Kabul,AF0110,Kalakan,2,IOM,International Organization for Migration,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kalakan,AF01,Kabul,AF0110,Kalakan,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kalakan,AF01,Kabul,AF0110,Kalakan,2,SFL,SFL International,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kalakan,AF01,Kabul,AF0110,Kalakan,2,UA,Union Aid,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kalakan,AF01,Kabul,AF0110,Kalakan,2,UA,Union Aid,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kalakan,AF01,Kabul,AF0110,Kalakan,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kalakan,AF01,Kabul,AF0110,Kalakan,2,UNICEF,United Nations Children's Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kalakan,AF01,Kabul,AF0110,Kalakan,2,UNMAS,United Nations Mine Action Service,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kalakan,AF01,Kabul,AF0110,Kalakan,2,WADAN,Welfare Association for Development of Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kalakan,AF01,Kabul,AF0110,Kalakan,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kalakan,AF01,Kabul,AF0110,Kalakan,2,WSTA,Watan Social and Technical Services Association,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Kalakan,AF01,Kabul,AF0110,Kalakan,2,WSTA,Watan Social and Technical Services Association,National NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Khak-e-Jabbar,AF01,Kabul,AF0109,Khak-e-Jabbar,2,AKHS,Aga Khan Health Service,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Khak-e-Jabbar,AF01,Kabul,AF0109,Khak-e-Jabbar,2,DAFA,Demining Agency For Afghanistan,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Khak-e-Jabbar,AF01,Kabul,AF0109,Khak-e-Jabbar,2,DDG,Danish Demining Group,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Khak-e-Jabbar,AF01,Kabul,AF0109,Khak-e-Jabbar,2,HI,Handicap International - Humanity & Inclusion,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Khak-e-Jabbar,AF01,Kabul,AF0109,Khak-e-Jabbar,2,IOM,International Organization for Migration,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Khak-e-Jabbar,AF01,Kabul,AF0109,Khak-e-Jabbar,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Khak-e-Jabbar,AF01,Kabul,AF0109,Khak-e-Jabbar,2,MCPA,Mine Clearence Program for Afghanistan ,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Khak-e-Jabbar,AF01,Kabul,AF0109,Khak-e-Jabbar,2,NSRDO,New Society Reconstruction Development Organization ,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Khak-e-Jabbar,AF01,Kabul,AF0109,Khak-e-Jabbar,2,OCCD,Organization for Community Coordination of Development,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Khak-e-Jabbar,AF01,Kabul,AF0109,Khak-e-Jabbar,2,RI,Relief International,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Khak-e-Jabbar,AF01,Kabul,AF0109,Khak-e-Jabbar,2,SFL,SFL International,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Kabul,Khak-e-Jabbar,AF01,Kabul,AF0109,Khak-e-Jabbar,2,SSEOA,Shining Star Educational Organisation of Afghanistan,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Khak-e-Jabbar,AF01,Kabul,AF0109,Khak-e-Jabbar,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Khak-e-Jabbar,AF01,Kabul,AF0109,Khak-e-Jabbar,2,UNHCR,UN Refugee Agency,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Khak-e-Jabbar,AF01,Kabul,AF0109,Khak-e-Jabbar,2,UNICEF,United Nations Children's Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Khak-e-Jabbar,AF01,Kabul,AF0109,Khak-e-Jabbar,2,UNMAS,United Nations Mine Action Service,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Khak-e-Jabbar,AF01,Kabul,AF0109,Khak-e-Jabbar,2,WADAN,Welfare Association for Development of Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Khak-e-Jabbar,AF01,Kabul,AF0109,Khak-e-Jabbar,2,WDIO,Watan Development and Initiative Organization,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Khak-e-Jabbar,AF01,Kabul,AF0109,Khak-e-Jabbar,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Kabul,Khak-e-Jabbar,AF01,Kabul,AF0109,Khak-e-Jabbar,2,WSTA,Watan Social and Technical Services Association,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Khak-e-Jabbar,AF01,Kabul,AF0109,Khak-e-Jabbar,2,WSTA,Watan Social and Technical Services Association,National NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Mir Bacha Kot,AF01,Kabul,AF0108,Mir Bacha Kot,2,AKHS,Aga Khan Health Service,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Mir Bacha Kot,AF01,Kabul,AF0108,Mir Bacha Kot,2,DDG,Danish Demining Group,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Mir Bacha Kot,AF01,Kabul,AF0108,Mir Bacha Kot,2,EMERGENCY,EMERGENCY NGO,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Mir Bacha Kot,AF01,Kabul,AF0108,Mir Bacha Kot,2,HRRAC,Human Rights Research and Advocacy Consortium,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Mir Bacha Kot,AF01,Kabul,AF0108,Mir Bacha Kot,2,IOM,International Organization for Migration,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Mir Bacha Kot,AF01,Kabul,AF0108,Mir Bacha Kot,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Mir Bacha Kot,AF01,Kabul,AF0108,Mir Bacha Kot,2,UA,Union Aid,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Mir Bacha Kot,AF01,Kabul,AF0108,Mir Bacha Kot,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
